name,page,category,tags,url,pageStatus
Apple Dumplings,78,Desserts,,https://archive.org/details/calendarofdinner00neiluoft/page/n83,verified
Almond and Apple,221,Desserts,,https://archive.org/details/calendarofdinner00neiluoft/page/n226,verified
"Apple, Charlotte",212,Desserts,,https://archive.org/details/calendarofdinner00neiluoft/page/n217,verified
"Bread, with Cherries",210,Breads,,https://archive.org/details/calendarofdinner00neiluoft/page/n215,verified
Canned Corn,179,Preserves & Pickles,,https://archive.org/details/calendarofdinner00neiluoft/page/n184,verified
Caramel Bread,79,Desserts,,https://archive.org/details/calendarofdinner00neiluoft/page/n84,verified
Caramel Rice,79,Desserts,,https://archive.org/details/calendarofdinner00neiluoft/page/n84,verified
Carrot,79,Sides,,https://archive.org/details/calendarofdinner00neiluoft/page/n84,verified
Cherry Blanc-Mange,199,Desserts,,https://archive.org/details/calendarofdinner00neiluoft/page/n204,verified
Chestnut Dainty,217,Sides,,https://archive.org/details/calendarofdinner00neiluoft/page/n222,verified
Chocolate Bread,188,Breads,,https://archive.org/details/calendarofdinner00neiluoft/page/n193,verified
Chocolate Jelly,80,Desserts,,https://archive.org/details/calendarofdinner00neiluoft/page/n85,verified
Macaroons,209,Desserts,,https://archive.org/details/calendarofdinner00neiluoft/page/n214,verified
Fish,55,Mains,,https://archive.org/details/calendarofdinner00neiluoft/page/n60,verified
Celery and Nut,74,Salads,,https://archive.org/details/calendarofdinner00neiluoft/page/n79,verified
Asparagus,74,Salads,,https://archive.org/details/calendarofdinner00neiluoft/page/n79,verified
Cabbage,163,Salads,,https://archive.org/details/calendarofdinner00neiluoft/page/n168,verified
Carrot,186,Salads,,https://archive.org/details/calendarofdinner00neiluoft/page/n191,verified
Celery and Almond,74,Salads,,https://archive.org/details/calendarofdinner00neiluoft/page/n79,verified
Cheese,206,Salads,,https://archive.org/details/calendarofdinner00neiluoft/page/n211,verified
Orange and Tomato,75,Salads,,https://archive.org/details/calendarofdinner00neiluoft/page/n80,verified
Pear and Pimiento,189,Salads,,https://archive.org/details/calendarofdinner00neiluoft/page/n194,verified
Potato and Nut,75,Salads,,https://archive.org/details/calendarofdinner00neiluoft/page/n80,verified
Potato and Pimiento,76,Salads,,https://archive.org/details/calendarofdinner00neiluoft/page/n81,verified
Shrimp,76,Salads,,https://archive.org/details/calendarofdinner00neiluoft/page/n81,verified
